# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
367;Falecimento de Yu Kongjian;24/09/2025;Descartada;N/A;Nota de pesar pelo falecimento do arquiteto chinês Yu Kongjian em acidente aéreo no MS.;Sim;"Acidente trágico com arquiteto chinês no Brasil; ausência de agenda ou negociação de política externa."
368;Ataque de drones à Flotilha Global Sumud;24/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
369;Reconhecimento do Estado da Palestina;24/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
370;Falecimento do Embaixador Nilo Barroso Neto;23/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
371;Pagamento de contribuições à Organização das Nações Unidas (ONU) – Nota conjunta MRE/MPO;23/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
372;Participação do Brasil na 80ª Assembleia Geral das Nações Unidas;22/09/2025;Descartada;N/A;"Participação na 80ª AGNU; menção meramente nominativa ao grupo G77/China como um dos eventos multilaterais.";Não;
373;Carta conjunta de líderes mundiais em prol da transição energética;22/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
374;Imposição indevida da Lei Magnitsky;22/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
375;Discurso do Ministro Mauro Vieira por ocasião da Reunião de Chanceleres Intra-CELAC - Nova York, 22 de setembro de 2025;22/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
376;Reconhecimento do Estado da Palestina pela Austrália, pelo Canadá, pelo Reino Unido e por Portugal;21/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
377;Líderes globais unidos em defesa do direito internacional humanitário para preservar a humanidade em tempos de guerra;21/09/2025;Selecionada;Direito Internacional Humanitário e Cooperação Multilateral (Iniciativa Conjunta Brasil-China e parceiros);N/A;Sim;Declaração conjunta de líderes do Brasil, China, França, Jordânia, Cazaquistão e África do Sul.
378;Eleição do Brasil para conselhos da União Postal Universal (UPU) - Nota Conjunta MRE/MCom;19/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
379;Flotilha Global Sumud;18/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
380;Concessão de agrément ao Embaixador designado do Brasil no Iraque;18/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
381;Visita ao Brasil da Alta Representante da União Europeia para os Negócios Estrangeiros e a Política de Segurança, Kaja Kallas;18/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
382;Abertura de mercado para bovinos e bubalinos vivos do Brasil para o Togo – Nota Conjunta MRE/MAPA;17/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
383;Síntese dos copresidentes da Reunião Ministerial sobre Combustíveis Sustentáveis — Osaka, 15 de setembro de 2025;17/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
384;2ª Cúpula Global da Coalizão para a Alimentação Escolar — Fortaleza, 18 e 19 de setembro de 2025;17/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
385;Ofensiva terrestre israelense contra a Cidade de Gaza, Estado da Palestina;16/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
386;Negociações externas do Mercosul — Comunicado Conjunto dos chanceleres;16/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
387;Assinatura do Acordo de Livre Comércio entre o MERCOSUL e a EFTA — Nota Conjunta MRE/MDIC/MAPA;16/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
388;Acordo de Livre Comércio MERCOSUL-EFTA — Declaração Conjunta;16/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
389;Comunicado Conjunto sobre a Flotilha Global Sumud;16/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
390;Entrada em vigor do Acordo sobre Subsídios à Pesca da OMC — Nota Conjunta MRE/MPA;15/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
391;Identificação de Tenório Júnior;14/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
392;Reunião de Chanceleres do MERCOSUL — Rio de Janeiro, 16 de setembro de 2025;12/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
393;Restituição do fóssil “Mesoproctus rowlandi” ao Brasil;12/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
394;Abertura de mercado para produto agropecuário do Brasil em Singapura — Nota Conjunta MRE/MAPA;12/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
395;Ataques contra a capital da Ucrânia;10/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
396;Ataque israelense a Doha, Catar;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
397;Em defesa da democracia brasileira;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
398;Distúrbios sociais no Nepal;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
399;Abertura de seis novos mercados para o Brasil em Burkina Faso – Nota Conjunta MRE/MAPA;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
400;Abertura de mercado para produtos agropecuários do Brasil na Indonésia – Nota Conjunta MRE/MAPA;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
401;Concessão de agrément ao Embaixador designado da Malásia no Brasil;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
402;Ataque a tiros em Jerusalém Oriental;09/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
403;Concessão de agrément ao Embaixador designado do Brasil na Grécia;08/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
404;Abertura de mercado para o Brasil no Paraguai - Nota Conjunta MRE/MAPA;08/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
405;Abertura de três novos mercados para o Brasil na Argentina - Nota Conjunta MRE/MAPA;08/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
406;Emissão de vistos eletrônicos para a COP30;05/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
407;Acidente de barco na Nigéria;04/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
408;Deslizamento de terra no Sudão;04/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
409;Descarrilhamento do Elevador da Glória em Lisboa;03/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
410;Abertura de mercado para produtos agropecuários do Brasil no Japão - Nota Conjunta MRE/MAPA;02/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
411;Comunicado Conjunto por ocasião da Visita ao México do Vice-Presidente da República, Geraldo Alckmin;01/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
412;Renovação do mandato da Força Interina das Nações Unidas no Líbano;01/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
413;Abertura de mercado para produtos agropecuários do Brasil na Costa Rica - Nota Conjunta MRE/MAPA;01/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
414;Abertura de mercado para farinhas de origem animal do Brasil para o México - Nota Conjunta MRE/MAPA;01/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
415;Terremoto no Afeganistão;01/09/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
416;Abertura de seis novos mercados para o Brasil - Nota Conjunta MRE/MAPA;29/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
417;Doação de obra do Estúdio Campana;29/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
418;Atos adotados por ocasião da visita oficial do Vice-Presidente da República Federativa do Brasil, Geraldo Alckmin, ao México - 27 e 28 de agosto;29/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
419;Atos adotados por ocasião da visita oficial do Presidente da República do Panamá, José Raúl Mulino - Brasília, 28 de agosto;28/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
420;Comunicado conjunto por ocasião da visita oficial ao Brasil  do Presidente do Panamá, José Raúl Mulino — Brasília, 28 de agosto;28/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
421;Visita oficial do Presidente da República do Panamá, José Raúl Mulino  – Brasília, 28 de agosto;28/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
422;Concessão de agrément ao Embaixador designado do Brasil na Polônia;27/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
423;Visita ao México do Vice-Presidente da República e Ministro do Desenvolvimento, Indústria, Comércio e Serviços, Geraldo Alckmin – 27 e 28 de agosto;26/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
424;Declaração Conjunta do Presidente da República Federativa do Brasil e do Presidente da República Federal da Nigéria;26/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
425;Ataques israelenses contra hospital na Faixa de Gaza, Estado da Palestina;25/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
426;Abertura de mercado para soro fetal bovino do Brasil para a União Econômica Euroasiática - Nota Conjunta MRE/MAPA;25/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
427;Abertura de mercado para aves vivas do Brasil para os Emirados Árabes Unidos - Nota Conjunta MRE/MAPA;25/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
428;Comunicado Conjunto Brasil-Canadá sobre Negociações do Acordo de Livre Comércio Mercosul-Canadá e Compromisso com o Sistema Multilateral de Comércio;25/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
429;Atos adotados por ocasião da visita oficial do presidente da República Federal da Nigéria, Bola Tinubu  - Brasília, 25 de agosto de 2025;25/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
430;Visita do Ministro do Comércio Internacional do Canadá, Maninder Sidhu – Brasília, 25 de agosto;24/08/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
